#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 01 18 11 30  MM 10.0 12.0    MM    MM    MM  MM 1021.3    MM   6.0    MM   MM   MM    MM
2024 01 18 11 20  MM  9.0 12.0   0.9     4   3.5 219 1021.2    MM   6.0    MM   MM   MM    MM
2024 01 18 11 10  MM  9.0 12.0   0.9    MM   3.5 219 1021.0    MM   6.0    MM   MM   MM    MM
2024 01 18 11 00  MM  9.0 12.0    MM    MM    MM  MM 1021.2    MM   6.0    MM   MM +0.8    MM
2024 01 18 10 50  MM 10.0 12.0   0.9     4   3.5 280 1021.1    MM   6.1    MM   MM   MM    MM
2024 01 18 10 40  MM 10.0 12.0    MM    MM    MM  MM 1021.1    MM   6.1    MM   MM   MM    MM
2024 01 18 10 30  MM  9.0 12.0    MM    MM    MM  MM 1021.2    MM   6.1    MM   MM   MM    MM
2024 01 18 10 20  MM  9.0 11.0   1.0     4   3.6 290 1021.1    MM   6.1    MM   MM   MM    MM
2024 01 18 10 10  MM 10.0 12.0   1.0    MM   3.6 290 1021.1    MM   6.1    MM   MM   MM    MM
2024 01 18 10 00  MM 10.0 12.0    MM    MM    MM  MM 1020.8    MM   6.1    MM   MM +0.3    MM
2024 01 18 09 50  MM 10.0 12.0   1.0     4   3.5 264 1020.9    MM   6.1    MM   MM   MM    MM
2024 01 18 09 40  MM 11.0 14.0    MM    MM    MM  MM 1021.0    MM   6.1    MM   MM   MM    MM
2024 01 18 09 30  MM 11.0 14.0    MM    MM    MM  MM 1021.1    MM   6.1    MM   MM   MM    MM
2024 01 18 09 20  MM 11.0 13.0   1.1     4   3.5 281 1020.8    MM   6.1    MM   MM   MM    MM
2024 01 18 09 10  MM 11.0 14.0   1.1    MM   3.5 281 1020.7    MM   6.1    MM   MM   MM    MM
2024 01 18 09 00  MM 11.0 15.0    MM    MM    MM  MM 1020.5    MM   6.2    MM   MM +0.7    MM
2024 01 18 08 50  MM 11.0 14.0   1.0     4   3.6 275 1020.5    MM   6.1    MM   MM   MM    MM
2024 01 18 08 40  MM 12.0 15.0    MM    MM    MM  MM 1020.4    MM   6.1    MM   MM   MM    MM
2024 01 18 08 30  MM 12.0 15.0    MM    MM    MM  MM 1020.1    MM   6.1    MM   MM   MM    MM
2024 01 18 08 20  MM 12.0 14.0   1.1     4   3.6 279 1019.9    MM   6.2    MM   MM   MM    MM
2024 01 18 08 10  MM 12.0 15.0   1.1    MM   3.6 279 1020.1    MM   6.1    MM   MM   MM    MM
2024 01 18 08 00  MM 11.0 15.0    MM    MM    MM  MM 1020.4    MM   6.1    MM   MM -0.0    MM
2024 01 18 07 50  MM 12.0 14.0   1.1     4   3.6 238 1020.6    MM   6.2    MM   MM   MM    MM
2024 01 18 07 40  MM 11.0 15.0    MM    MM    MM  MM 1020.6    MM   6.5    MM   MM   MM    MM
2024 01 18 07 30  MM 11.0 15.0    MM    MM    MM  MM 1020.6    MM   6.5    MM   MM   MM    MM
2024 01 18 07 20  MM 12.0 16.0   1.2     4   3.6 243 1020.6    MM   6.4    MM   MM   MM    MM
2024 01 18 07 10  MM 12.0 14.0   1.2    MM   3.6 243 1020.6    MM   6.6    MM   MM   MM    MM
2024 01 18 07 00  MM 12.0 16.0    MM    MM    MM  MM 1020.5    MM   6.6    MM   MM +0.7    MM
2024 01 18 06 50  MM 12.0 15.0   1.1     4   3.7 240 1020.3    MM    MM    MM   MM   MM    MM
2024 01 18 06 40  MM 12.0 14.0   1.1    MM   3.7 240 1020.1    MM   6.6    MM   MM   MM    MM
2024 01 18 06 30  MM 11.0 14.0    MM    MM    MM  MM 1020.2    MM   6.6    MM   MM   MM    MM
2024 01 18 06 20  MM 11.0 14.0   1.2     4   3.8 243 1020.0    MM   6.6    MM   MM   MM    MM
2024 01 18 06 10  MM 11.0 14.0   1.2    MM   3.8 243 1020.0    MM   6.7    MM   MM   MM    MM
2024 01 18 06 00  MM 11.0 14.0    MM    MM    MM  MM 1019.8    MM   6.8    MM   MM +0.7    MM
2024 01 18 05 50  MM 11.0 15.0   1.3     5   3.9 232 1019.7    MM   6.8    MM   MM   MM    MM
2024 01 18 05 40  MM 11.0 14.0    MM    MM    MM  MM 1019.7    MM   6.8    MM   MM   MM    MM
2024 01 18 05 30  MM 12.0 14.0    MM    MM    MM  MM 1019.9    MM   6.8    MM   MM   MM    MM
2024 01 18 05 20  MM 12.0 16.0   1.3     4   3.9 256 1019.9    MM   6.7    MM   MM   MM    MM
2024 01 18 05 10  MM 12.0 15.0    MM    MM    MM  MM 1020.0    MM   6.7    MM   MM   MM    MM
2024 01 18 05 00  MM 12.0 15.0    MM    MM    MM  MM 1020.2    MM   6.7    MM   MM +1.9    MM
2024 01 18 04 50  MM 12.0 15.0   1.4     4   4.0 263 1019.9    MM   6.7    MM   MM   MM    MM
2024 01 18 04 40  MM 12.0 16.0    MM    MM    MM  MM 1019.8    MM   6.7    MM   MM   MM    MM
2024 01 18 04 30  MM 12.0 15.0    MM    MM    MM  MM 1019.7    MM   6.7    MM   MM   MM    MM
2024 01 18 04 20  MM 12.0 16.0   1.5     4   3.8 280 1019.8    MM   6.7    MM   MM   MM    MM
2024 01 18 04 10  MM 12.0 15.0    MM    MM    MM  MM 1019.8    MM   7.2    MM   MM   MM    MM
2024 01 18 04 00  MM 12.0 16.0    MM    MM    MM  MM 1019.8    MM   7.2    MM   MM +1.8    MM
2024 01 18 03 50  MM 13.0 16.0   1.3     4   3.7 283 1019.7    MM   7.2    MM   MM   MM    MM
2024 01 18 03 40  MM 13.0 17.0   1.3    MM   3.7 283 1019.4    MM   7.2    MM   MM   MM    MM
2024 01 18 03 30  MM 14.0 18.0    MM    MM    MM  MM 1019.5    MM   7.2    MM   MM   MM    MM
2024 01 18 03 20  MM 14.0 17.0   1.2     4   3.7 237 1019.2    MM   7.2    MM   MM   MM    MM
2024 01 18 03 10  MM 13.0 17.0   1.2    MM   3.7 237 1019.2    MM   7.3    MM   MM   MM    MM
2024 01 18 03 00  MM 13.0 16.0    MM    MM    MM  MM 1019.1    MM   7.3    MM   MM +1.2    MM
2024 01 18 02 50  MM 12.0 15.0   1.3     4   3.7 249 1018.9    MM   7.3    MM   MM   MM    MM
2024 01 18 02 40  MM 13.0 16.0   1.3    MM   3.7 249 1018.7    MM   7.3    MM   MM   MM    MM
2024 01 18 02 30  MM 12.0 15.0    MM    MM    MM  MM 1018.6    MM   7.2    MM   MM   MM    MM
2024 01 18 02 20  MM 13.0 16.0   1.2     3   3.6 291 1018.5    MM   7.2    MM   MM   MM    MM
2024 01 18 02 10  MM 13.0 15.0   1.2    MM   3.6 291 1018.5    MM   7.2    MM   MM   MM    MM
2024 01 18 02 00  MM 12.0 17.0    MM    MM    MM  MM 1018.3    MM   7.2    MM   MM +1.5    MM
2024 01 18 01 50  MM 12.0 16.0   1.1     4   3.6 246 1018.3    MM   7.2    MM   MM   MM    MM
2024 01 18 01 40  MM 13.0 18.0   1.1    MM   3.6 246 1018.3    MM   7.3    MM   MM   MM    MM
2024 01 18 01 30  MM 13.0 16.0    MM    MM    MM  MM 1018.2    MM   7.3    MM   MM   MM    MM
2024 01 18 01 20  MM 13.0 17.0   1.2     4   3.7 211 1018.1    MM   7.3    MM   MM   MM    MM
2024 01 18 01 10  MM 13.0 15.0   1.2    MM   3.7 211 1018.1    MM   7.3    MM   MM   MM    MM
2024 01 18 01 00  MM 12.0 16.0    MM    MM    MM  MM 1018.0    MM   7.3    MM   MM +2.2    MM
2024 01 18 00 50  MM 12.0 15.0   1.1     4   3.7 255 1017.9    MM   7.3    MM   MM   MM    MM
2024 01 18 00 40  MM 12.0 15.0    MM    MM    MM  MM 1017.9    MM   7.3    MM   MM   MM    MM
2024 01 18 00 30  MM 12.0 16.0    MM    MM    MM  MM 1017.8    MM   7.3    MM   MM   MM    MM
2024 01 18 00 20  MM 11.0 15.0   1.1     4   3.7 242 1017.6    MM   7.3    MM   MM   MM    MM
2024 01 18 00 10  MM 11.0 14.0   1.1    MM   3.7 242 1017.8    MM   7.3    MM   MM   MM    MM
2024 01 18 00 00  MM 12.0 15.0    MM    MM    MM  MM 1017.9    MM   7.3    MM   MM +2.4    MM
2024 01 17 23 50  MM 12.0 15.0   1.1     4   3.7 242 1017.6    MM   7.2    MM   MM   MM    MM
2024 01 17 23 40  MM 12.0 16.0    MM    MM    MM  MM 1017.6    MM   7.2    MM   MM   MM    MM
2024 01 17 23 20  MM 11.0 14.0   1.1     4   3.6 242 1017.2    MM   7.2    MM   MM   MM    MM
2024 01 17 23 10  MM 12.0 15.0   1.1    MM   3.6 242 1017.0    MM   7.2    MM   MM   MM    MM
2024 01 17 23 00  MM 12.0 16.0    MM    MM    MM  MM 1016.8    MM   7.3    MM   MM +2.3    MM
2024 01 17 22 50  MM 11.0 14.0   1.1     4   3.6 274 1016.9    MM   7.3    MM   MM   MM    MM
2024 01 17 22 40  MM 11.0 14.0   1.1    MM   3.6 274 1016.8    MM   7.3    MM   MM   MM    MM
2024 01 17 22 30  MM 11.0 15.0    MM    MM    MM  MM 1016.7    MM   7.3    MM   MM   MM    MM
2024 01 17 22 20  MM 10.0 13.0   1.1     4   3.7 269 1016.4    MM   7.3    MM   MM   MM    MM
2024 01 17 22 10  MM 11.0 14.0    MM    MM    MM  MM 1016.0    MM   7.3    MM   MM   MM    MM
2024 01 17 22 00  MM 10.0 13.0    MM    MM    MM  MM 1015.8    MM   7.3    MM   MM +1.7    MM
2024 01 17 21 50  MM 10.0 13.0   1.1     4   3.7 284 1015.8    MM   7.4    MM   MM   MM    MM
2024 01 17 21 40  MM 12.0 15.0   1.1    MM   3.7 284 1015.7    MM   7.4    MM   MM   MM    MM
2024 01 17 21 30  MM 11.0 14.0    MM    MM    MM  MM 1015.6    MM   7.4    MM   MM   MM    MM
2024 01 17 21 20  MM 11.0 14.0   1.2     4   3.7 278 1015.5    MM   7.4    MM   MM   MM    MM
2024 01 17 21 10  MM 11.0 15.0   1.2    MM   3.7 278 1015.5    MM   7.4    MM   MM   MM    MM
2024 01 17 21 00  MM 10.0 14.0    MM    MM    MM  MM 1015.5    MM   7.4    MM   MM +1.0    MM
2024 01 17 20 50  MM 11.0 13.0   1.2     4   3.8 283 1015.6    MM   7.4    MM   MM   MM    MM
2024 01 17 20 40  MM 11.0 16.0   1.2    MM   3.8 283 1015.4    MM   7.4    MM   MM   MM    MM
2024 01 17 20 30  MM 11.0 14.0    MM    MM    MM  MM 1015.2    MM   7.4    MM   MM   MM    MM
2024 01 17 20 20  MM 11.0 16.0   1.2     4   3.8 288 1014.8    MM   7.4    MM   MM   MM    MM
2024 01 17 20 10  MM 11.0 15.0   1.2    MM   3.8 288 1014.8    MM   7.4    MM   MM   MM    MM
2024 01 17 20 00  MM 11.0 16.0    MM    MM    MM  MM 1014.5    MM   7.4    MM   MM -0.0    MM
2024 01 17 19 50  MM 11.0 14.0   1.2     4   3.9 295 1014.5    MM   7.4    MM   MM   MM    MM
2024 01 17 19 40  MM 11.0 15.0   1.2    MM   3.9 295 1014.4    MM   7.4    MM   MM   MM    MM
2024 01 17 19 30  MM 11.0 13.0    MM    MM    MM  MM 1014.1    MM   7.4    MM   MM   MM    MM
2024 01 17 19 20  MM 11.0 15.0   1.2     5   3.9 302 1014.4    MM   7.4    MM   MM   MM    MM
2024 01 17 19 10  MM 11.0 14.0   1.2    MM   3.9 302 1014.3    MM   7.5    MM   MM   MM    MM
2024 01 17 19 00  MM 11.0 15.0    MM    MM    MM  MM 1014.1    MM   7.5    MM   MM -1.4    MM
2024 01 17 18 50  MM 12.0 16.0   1.2     5   3.9 303 1014.4    MM   7.5    MM   MM   MM    MM
2024 01 17 18 40  MM 12.0 15.0   1.2    MM   3.9 303 1014.3    MM   7.5    MM   MM   MM    MM
2024 01 17 18 30  MM 12.0 16.0    MM    MM    MM  MM 1014.5    MM   7.5    MM   MM   MM    MM
2024 01 17 18 20  MM 12.0 16.0   1.3     5   4.1 302 1014.6    MM   7.5    MM   MM   MM    MM
2024 01 17 18 10  MM 12.0 16.0   1.3    MM   4.1 302 1014.6    MM   7.5    MM   MM   MM    MM
2024 01 17 18 00  MM 12.0 16.0    MM    MM    MM  MM 1014.5    MM   7.5    MM   MM -0.8    MM
2024 01 17 17 50  MM 12.0 15.0   1.4     5   4.1 298 1014.6    MM   7.5    MM   MM   MM    MM
2024 01 17 17 40  MM 12.0 16.0    MM    MM    MM  MM 1014.6    MM   7.5    MM   MM   MM    MM
2024 01 17 17 30  MM 12.0 15.0    MM    MM    MM  MM 1014.6    MM   7.5    MM   MM   MM    MM
2024 01 17 17 20  MM 12.0 16.0   1.3     5   4.1 297 1014.8    MM   7.5    MM   MM   MM    MM
2024 01 17 17 10  MM 12.0 15.0   1.3    MM   4.1 297 1014.7    MM   7.5    MM   MM   MM    MM
2024 01 17 17 00  MM 11.0 15.0    MM    MM    MM  MM 1014.7    MM   7.5    MM   MM +0.0    MM
2024 01 17 16 50  MM 12.0 16.0   1.3     4   4.1 292 1014.9    MM   7.5    MM   MM   MM    MM
2024 01 17 16 40  MM 12.0 16.0    MM    MM    MM  MM 1014.9    MM   7.5    MM   MM   MM    MM
2024 01 17 16 30  MM 12.0 16.0    MM    MM    MM  MM 1015.0    MM   7.6    MM   MM   MM    MM
2024 01 17 16 20  MM 11.0 15.0   1.1     4   3.9 298 1015.3    MM   7.6    MM   MM   MM    MM
2024 01 17 16 10  MM 12.0 16.0   1.1    MM   3.9 298 1015.3    MM   7.6    MM   MM   MM    MM
2024 01 17 16 00  MM 12.0 15.0    MM    MM    MM  MM 1015.5    MM   7.6    MM   MM +1.5    MM
2024 01 17 15 50  MM 12.0 15.0   1.2     4   4.0 294 1015.6    MM   7.6    MM   MM   MM    MM
2024 01 17 15 40  MM 11.0 15.0    MM    MM    MM  MM 1015.6    MM   7.6    MM   MM   MM    MM
2024 01 17 15 30  MM 11.0 14.0    MM    MM    MM  MM 1015.7    MM   7.6    MM   MM   MM    MM
2024 01 17 15 20  MM 11.0 14.0   1.2     4   4.1 297 1015.9    MM   7.6    MM   MM   MM    MM
2024 01 17 15 10  MM 11.0 14.0    MM    MM    MM  MM 1015.7    MM   7.6    MM   MM   MM    MM
2024 01 17 15 00  MM 11.0 15.0    MM    MM    MM  MM 1015.3    MM   7.6    MM   MM +1.9    MM
2024 01 17 14 50  MM 11.0 15.0   1.2     4   3.9 297 1015.3    MM   7.7    MM   MM   MM    MM
2024 01 17 14 40  MM 11.0 15.0    MM    MM    MM  MM 1015.3    MM   7.7    MM   MM   MM    MM
2024 01 17 14 30  MM 12.0 15.0    MM    MM    MM  MM 1015.1    MM   7.7    MM   MM   MM    MM
2024 01 17 14 20  MM 12.0 15.0   1.1     4   4.0 295 1015.0    MM   7.7    MM   MM   MM    MM
2024 01 17 14 10  MM 11.0 14.0    MM    MM    MM  MM 1015.0    MM   7.7    MM   MM   MM    MM
2024 01 17 14 00  MM 11.0 15.0    MM    MM    MM  MM 1014.9    MM   7.7    MM   MM +2.2    MM
2024 01 17 13 50  MM 10.0 13.0   1.2     4   3.9 303 1014.8    MM   7.7    MM   MM   MM    MM
2024 01 17 13 40  MM 11.0 14.0    MM    MM    MM  MM 1014.6    MM   7.7    MM   MM   MM    MM
2024 01 17 13 30  MM 11.0 15.0    MM    MM    MM  MM 1014.4    MM   7.7    MM   MM   MM    MM
2024 01 17 13 20  MM 10.0 14.0   1.1     4   4.1 301 1014.4    MM   7.7    MM   MM   MM    MM
2024 01 17 13 10  MM 10.0 14.0    MM    MM    MM  MM 1014.3    MM   7.7    MM   MM   MM    MM
2024 01 17 13 00  MM 11.0 15.0    MM    MM    MM  MM 1014.0    MM   7.7    MM   MM +2.1    MM
2024 01 17 12 50  MM 11.0 15.0   1.2     4   4.0 299 1014.0    MM   7.7    MM   MM   MM    MM
2024 01 17 12 40  MM 12.0 15.0    MM    MM    MM  MM 1013.8    MM   7.7    MM   MM   MM    MM
2024 01 17 12 30  MM 12.0 15.0    MM    MM    MM  MM 1013.7    MM   7.6    MM   MM   MM    MM
2024 01 17 12 20  MM 12.0 14.0   1.2     4   4.0 301 1013.7    MM   7.6    MM   MM   MM    MM
2024 01 17 12 10  MM 12.0 15.0   1.2    MM   4.0 301 1013.6    MM   7.6    MM   MM   MM    MM
2024 01 17 12 00  MM 12.0 15.0    MM    MM    MM  MM 1013.4    MM   7.6    MM   MM +2.0    MM
2024 01 17 11 50  MM 12.0 16.0   1.1    13   3.9 120 1013.4    MM   7.6    MM   MM   MM    MM
2024 01 17 11 40  MM 12.0 15.0    MM    MM    MM  MM 1013.3    MM   7.7    MM   MM   MM    MM
2024 01 17 11 30  MM 11.0 15.0    MM    MM    MM  MM 1013.3    MM   7.6    MM   MM   MM    MM
2024 01 17 11 20  MM 12.0 15.0   1.0     4   3.8 297 1013.1    MM   7.6    MM   MM   MM    MM
2024 01 17 11 10  MM 11.0 14.0   1.0    MM   3.8 297 1013.0    MM   7.6    MM   MM   MM    MM
2024 01 17 11 00  MM 12.0 15.0    MM    MM    MM  MM 1012.7    MM   7.6    MM   MM +1.4    MM
2024 01 17 10 50  MM 11.0 15.0   0.9     4   3.7 314 1012.6    MM   7.6    MM   MM   MM    MM
2024 01 17 10 40  MM 11.0 14.0    MM    MM    MM  MM 1012.5    MM    MM    MM   MM   MM    MM
2024 01 17 10 30  MM 11.0 15.0    MM    MM    MM  MM 1012.3    MM   7.6    MM   MM   MM    MM
2024 01 17 10 20  MM 10.0 13.0   0.9     4   3.8 312 1012.2    MM   7.6    MM   MM   MM    MM
2024 01 17 10 10  MM 11.0 14.0   0.9    MM   3.8 312 1012.1    MM   7.6    MM   MM   MM    MM
2024 01 17 10 00  MM 10.0 13.0    MM    MM    MM  MM 1011.9    MM   7.5    MM   MM +1.0    MM
2024 01 17 09 50  MM 10.0 13.0   1.1     4   3.9 305 1011.8    MM   7.5    MM   MM   MM    MM
2024 01 17 09 40  MM 10.0 13.0    MM    MM    MM  MM 1011.7    MM   7.5    MM   MM   MM    MM
2024 01 17 09 30  MM 10.0 13.0    MM    MM    MM  MM 1011.5    MM   7.5    MM   MM   MM    MM
2024 01 17 09 20  MM 10.0 13.0   1.0     4   3.7 307 1011.4    MM   7.5    MM   MM   MM    MM
2024 01 17 09 10  MM 11.0 14.0   1.0    MM   3.7 307 1011.4    MM   7.5    MM   MM   MM    MM
2024 01 17 09 00  MM 11.0 14.0    MM    MM    MM  MM 1011.4    MM   7.5    MM   MM +1.1    MM
2024 01 17 08 50  MM 12.0 15.0   1.1     4   3.8 308 1011.2    MM   7.5    MM   MM   MM    MM
2024 01 17 08 40  MM 12.0 15.0   1.1    MM   3.8 308 1011.0    MM   7.5    MM   MM   MM    MM
2024 01 17 08 30  MM 12.0 15.0    MM    MM    MM  MM 1011.2    MM   7.4    MM   MM   MM    MM
2024 01 17 08 20  MM 11.0 14.0   1.0     4   3.8 316 1011.3    MM   7.4    MM   MM   MM    MM
2024 01 17 08 10  MM 11.0 14.0   1.0    MM   3.8 316 1011.2    MM   7.4    MM   MM   MM    MM
2024 01 17 08 00  MM 11.0 14.0    MM    MM    MM  MM 1011.3    MM   7.4    MM   MM +1.4    MM
2024 01 17 07 50  MM 11.0 15.0   1.2     4   3.9 311 1011.2    MM   7.4    MM   MM   MM    MM
2024 01 17 07 40  MM 11.0 15.0   1.2    MM   3.9 311 1011.2    MM   7.4    MM   MM   MM    MM
2024 01 17 07 30  MM 12.0 15.0    MM    MM    MM  MM 1011.2    MM   7.4    MM   MM   MM    MM
2024 01 17 07 20  MM 12.0 16.0   1.3     4   4.0 311 1011.1    MM   7.4    MM   MM   MM    MM
2024 01 17 07 10  MM 12.0 15.0    MM    MM    MM  MM 1011.0    MM   7.3    MM   MM   MM    MM
2024 01 17 07 00  MM 11.0 15.0    MM    MM    MM  MM 1010.9    MM   7.4    MM   MM +1.6    MM
2024 01 17 06 50  MM 12.0 15.0   1.3     5   4.1 306 1010.8    MM   7.4    MM   MM   MM    MM
2024 01 17 06 40  MM 12.0 15.0    MM    MM    MM  MM 1010.8    MM   7.4    MM   MM   MM    MM
2024 01 17 06 30  MM 12.0 15.0    MM    MM    MM  MM 1010.8    MM   7.4    MM   MM   MM    MM
2024 01 17 06 20  MM 12.0 16.0   1.4     5   4.1 305 1010.6    MM   7.4    MM   MM   MM    MM
2024 01 17 06 10  MM 13.0 16.0   1.4    MM   4.1 305 1010.3    MM   7.3    MM   MM   MM    MM
2024 01 17 06 00  MM 13.0 16.0    MM    MM    MM  MM 1010.3    MM   7.3    MM   MM +1.7    MM
2024 01 17 05 50  MM 13.0 16.0   1.4     5   4.2 309 1010.2    MM   7.3    MM   MM   MM    MM
2024 01 17 05 40  MM 14.0 18.0    MM    MM    MM  MM 1010.1    MM   7.3    MM   MM   MM    MM
2024 01 17 05 30  MM 13.0 16.0    MM    MM    MM  MM 1010.1    MM   7.3    MM   MM   MM    MM
2024 01 17 05 20  MM 13.0 17.0   1.4     4   4.2 312 1010.1    MM    MM    MM   MM   MM    MM
2024 01 17 05 10  MM 13.0 16.0   1.4    MM   4.2 312 1010.1    MM   7.3    MM   MM   MM    MM
2024 01 17 05 00  MM 13.0 17.0    MM    MM    MM  MM 1009.9    MM   7.3    MM   MM +2.6    MM
2024 01 17 04 50  MM 13.0 16.0   1.4     5   4.2 303 1009.9    MM   7.3    MM   MM   MM    MM
2024 01 17 04 40  MM 12.0 16.0    MM    MM    MM  MM 1009.7    MM   7.3    MM   MM   MM    MM
2024 01 17 04 30  MM 12.0 17.0    MM    MM    MM  MM 1009.6    MM   7.2    MM   MM   MM    MM
2024 01 17 04 20  MM 12.0 16.0   1.5     5   4.2 314 1009.6    MM   7.2    MM   MM   MM    MM
2024 01 17 04 10  MM 12.0 16.0    MM    MM    MM  MM 1009.5    MM   7.2    MM   MM   MM    MM
2024 01 17 04 00  MM 13.0 16.0    MM    MM    MM  MM 1009.3    MM   7.3    MM   MM +2.3    MM
2024 01 17 03 50  MM 13.0 17.0   1.6     5   4.4 310 1009.2    MM   7.2    MM   MM   MM    MM
2024 01 17 03 40  MM 13.0 17.0   1.6    MM   4.4 310 1009.1    MM   7.1    MM   MM   MM    MM
2024 01 17 03 30  MM 13.0 18.0    MM    MM    MM  MM 1009.0    MM   7.1    MM   MM   MM    MM
2024 01 17 03 20  MM 14.0 18.0   1.5     5   4.3 320 1009.0    MM   7.1    MM   MM   MM    MM
2024 01 17 03 10  MM 14.0 17.0   1.5    MM   4.3 320 1008.8    MM   7.1    MM   MM   MM    MM
2024 01 17 03 00  MM 15.0 18.0    MM    MM    MM  MM 1008.6    MM   7.2    MM   MM +2.2    MM
2024 01 17 02 50  MM 14.0 18.0   1.4     5   4.3 319 1008.1    MM   7.1    MM   MM   MM    MM
2024 01 17 02 40  MM 14.0 17.0    MM    MM    MM  MM 1007.6    MM   7.2    MM   MM   MM    MM
2024 01 17 02 30  MM 13.0 18.0    MM    MM    MM  MM 1007.6    MM   7.2    MM   MM   MM    MM
2024 01 17 02 20  MM 14.0 17.0   1.5     5   4.2 319 1007.4    MM   7.3    MM   MM   MM    MM
2024 01 17 02 10  MM 15.0 19.0    MM    MM    MM  MM 1007.5    MM   7.3    MM   MM   MM    MM
2024 01 17 02 00  MM 13.0 17.0    MM    MM    MM  MM 1007.3    MM   7.3    MM   MM +1.6    MM
2024 01 17 01 50  MM 13.0 17.0   1.5     4   4.2 310 1007.2    MM   7.2    MM   MM   MM    MM
2024 01 17 01 40  MM 14.0 17.0    MM    MM    MM  MM 1007.3    MM   7.2    MM   MM   MM    MM
2024 01 17 01 30  MM 14.0 18.0    MM    MM    MM  MM 1007.2    MM   7.2    MM   MM   MM    MM
2024 01 17 01 20  MM 14.0 17.0   1.4     5   4.1 318 1007.1    MM   7.2    MM   MM   MM    MM
2024 01 17 01 10  MM 14.0 17.0   1.4    MM   4.1 318 1007.2    MM   7.2    MM   MM   MM    MM
2024 01 17 01 00  MM 13.0 17.0    MM    MM    MM  MM 1007.0    MM   7.2    MM   MM +2.1    MM
2024 01 17 00 50  MM 12.0 16.0   1.5     5   4.2 317 1006.9    MM   7.2    MM   MM   MM    MM
2024 01 17 00 40  MM 13.0 17.0    MM    MM    MM  MM 1006.5    MM    MM    MM   MM   MM    MM
2024 01 17 00 30  MM 14.0 18.0    MM    MM    MM  MM 1006.4    MM   7.2    MM   MM   MM    MM
2024 01 17 00 20  MM 14.0 17.0   1.5     4   4.2 320 1006.6    MM   7.2    MM   MM   MM    MM
2024 01 17 00 10  MM 13.0 17.0   1.5    MM   4.2 320 1006.5    MM   7.2    MM   MM   MM    MM
2024 01 17 00 00  MM 14.0 19.0    MM    MM    MM  MM 1006.4    MM   7.2    MM   MM +2.0    MM
2024 01 16 23 50  MM 14.0 18.0   1.4    14   4.2 122 1006.2    MM   7.1    MM   MM   MM    MM
2024 01 16 23 40  MM 14.0 17.0    MM    MM    MM  MM 1006.3    MM   7.1    MM   MM   MM    MM
2024 01 16 23 10  MM 13.0 18.0   1.4    MM   4.2 319 1005.7    MM   7.1    MM   MM   MM    MM
2024 01 16 23 00  MM 13.0 16.0    MM    MM    MM  MM 1005.7    MM   7.0    MM   MM +1.9    MM
2024 01 16 22 50  MM 13.0 17.0   1.4     4   4.1 321 1005.9    MM   7.0    MM   MM   MM    MM
2024 01 16 22 40  MM 13.0 16.0    MM    MM    MM  MM 1005.6    MM   7.0    MM   MM   MM    MM
2024 01 16 22 30  MM 12.0 15.0    MM    MM    MM  MM 1005.4    MM   7.0    MM   MM   MM    MM
2024 01 16 22 20  MM 12.0 16.0   1.4     6   4.3 108 1005.5    MM   6.9    MM   MM   MM    MM
2024 01 16 22 10  MM 12.0 14.0   1.4    MM   4.3 108 1005.3    MM   6.9    MM   MM   MM    MM
2024 01 16 22 00  MM 11.0 13.0    MM    MM    MM  MM 1004.9    MM   6.9    MM   MM +1.9    MM
2024 01 16 21 50  MM 12.0 15.0   1.5     4   4.2 316 1005.1    MM   6.9    MM   MM   MM    MM
2024 01 16 21 40  MM 13.0 16.0    MM    MM    MM  MM 1005.1    MM   6.9    MM   MM   MM    MM
2024 01 16 21 30  MM 15.0 18.0    MM    MM    MM  MM 1004.9    MM   6.9    MM   MM   MM    MM
2024 01 16 21 20  MM 14.0 17.0   1.7     5   4.4 313 1004.9    MM   6.9    MM   MM   MM    MM
2024 01 16 21 10  MM 13.0 17.0   1.7    MM   4.4 313 1004.6    MM   6.9    MM   MM   MM    MM
2024 01 16 21 00  MM 13.0 17.0    MM    MM    MM  MM 1004.4    MM   6.9    MM   MM +1.8    MM
2024 01 16 20 50  MM 14.0 17.0   1.5     6   4.4 106 1004.6    MM   6.9    MM   MM   MM    MM
2024 01 16 20 40  MM 13.0 15.0    MM    MM    MM  MM 1004.2    MM   6.9    MM   MM   MM    MM
2024 01 16 20 30  MM 12.0 15.0    MM    MM    MM  MM 1004.1    MM   6.9    MM   MM   MM    MM
2024 01 16 20 20  MM 12.0 15.0   1.3     7   4.3 112 1004.0    MM   6.9    MM   MM   MM    MM
2024 01 16 20 10  MM 12.0 16.0   1.3    MM   4.3 112 1004.0    MM   6.9    MM   MM   MM    MM
2024 01 16 20 00  MM 12.0 14.0    MM    MM    MM  MM 1003.8    MM   6.9    MM   MM -0.0    MM
2024 01 16 19 50  MM 12.0 14.0   1.3     6   4.6 101 1003.4    MM   6.9    MM   MM   MM    MM
2024 01 16 19 40  MM 11.0 14.0    MM    MM    MM  MM 1002.9    MM   6.9    MM   MM   MM    MM
