#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 01 28 12 26  MM   MM   MM   0.9     6   4.5 108     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 11 56  MM   MM   MM   0.9     7   4.5 107     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 11 26  MM   MM   MM   0.9     7   5.1 124     MM    MM   6.9    MM   MM   MM    MM
2024 01 28 10 56  MM   MM   MM   0.8     8   4.7 176     MM    MM   6.9    MM   MM   MM    MM
2024 01 28 10 26  MM   MM   MM   0.8     7   5.2 124     MM    MM   6.9    MM   MM   MM    MM
2024 01 28 09 56  MM   MM   MM   0.8     8   5.2 142     MM    MM   6.9    MM   MM   MM    MM
2024 01 28 09 26  MM   MM   MM   0.8     9   5.5 174     MM    MM   6.9    MM   MM   MM    MM
2024 01 28 08 56  MM   MM   MM   0.8     9   5.8 173     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 08 26  MM   MM   MM   0.8     8   6.1 135     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 07 56  MM   MM   MM   0.8     8   6.5 142     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 07 26  MM   MM   MM   0.7     9   6.2 172     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 06 56  MM   MM   MM   0.8     9   6.4 163     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 06 26  MM   MM   MM   0.8     9   6.5 165     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 05 56  MM   MM   MM   0.8     9   6.7 172     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 05 26  MM   MM   MM   0.8     8   6.3 151     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 04 56  MM   MM   MM   0.7     8   6.1 153     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 04 26  MM   MM   MM   0.8     9   6.2 170     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 03 56  MM   MM   MM   0.8     9   6.3 181     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 03 26  MM   MM   MM   0.9     8   6.3 163     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 02 56  MM   MM   MM   0.8     8   5.7 165     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 02 26  MM   MM   MM   0.8     8   5.7 174     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 01 56  MM   MM   MM   0.8     8   5.5 162     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 01 26  MM   MM   MM   0.9     7   5.5 159     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 00 56  MM   MM   MM   0.9     8   5.0 180     MM    MM   7.0    MM   MM   MM    MM
2024 01 28 00 26  MM   MM   MM   0.9     8   5.3 173     MM    MM   7.0    MM   MM   MM    MM
2024 01 27 23 56  MM   MM   MM   1.0     8   5.4 172     MM    MM   7.1    MM   MM   MM    MM
2024 01 27 23 26  MM   MM   MM   0.9     9   5.4 170     MM    MM   7.0    MM   MM   MM    MM
2024 01 27 22 56  MM   MM   MM   0.9     8   5.4 173     MM    MM   7.0    MM   MM   MM    MM
2024 01 27 22 26  MM   MM   MM   0.9     8   5.2 165     MM    MM   7.0    MM   MM   MM    MM
2024 01 27 21 56  MM   MM   MM   0.9     8   5.1 167     MM    MM   7.0    MM   MM   MM    MM
2024 01 27 21 26  MM   MM   MM   1.0     8   5.2 172     MM    MM   7.0    MM   MM   MM    MM
2024 01 27 20 56  MM   MM   MM   0.9     8   4.8 173     MM    MM   7.1    MM   MM   MM    MM
2024 01 27 20 26  MM   MM   MM   1.0     8   4.7 173     MM    MM   7.1    MM   MM   MM    MM
2024 01 27 19 56  MM   MM   MM   1.0     9   4.8 169     MM    MM   7.1    MM   MM   MM    MM
2024 01 27 19 26  MM   MM   MM   1.1     9   4.8 179     MM    MM   7.2    MM   MM   MM    MM
2024 01 27 18 56  MM   MM   MM   1.0     9   4.5 174     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 18 26  MM   MM   MM   1.1     8   4.6 176     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 17 56  MM   MM   MM   1.1     8   4.6 174     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 17 26  MM   MM   MM   1.1     9   4.6 172     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 16 56  MM   MM   MM   1.1     8   4.5 183     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 16 26  MM   MM   MM   1.1     9   4.7 176     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 15 56  MM   MM   MM   1.1     8   4.7 187     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 15 26  MM   MM   MM   1.2     9   4.9 180     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 14 56  MM   MM   MM   1.1     8   4.9 177     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 14 26  MM   MM   MM   1.1     6   4.9 149     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 13 56  MM   MM   MM   1.1     7   5.0 187     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 13 26  MM   MM   MM   1.1     8   4.9 187     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 12 56  MM   MM   MM   1.1     9   5.2 180     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 12 26  MM   MM   MM   1.1     9   5.1 190     MM    MM   7.2    MM   MM   MM    MM
2024 01 27 11 56  MM   MM   MM   1.2     8   5.3 186     MM    MM   7.2    MM   MM   MM    MM
2024 01 27 11 26  MM   MM   MM   1.2     8   5.3 186     MM    MM   7.2    MM   MM   MM    MM
2024 01 27 10 56  MM   MM   MM   1.2     6   5.4 155     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 10 26  MM   MM   MM   1.1     6   5.2 163     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 09 56  MM   MM   MM   1.1     9   5.3 189     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 09 26  MM   MM   MM   1.1     8   5.2 189     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 08 56  MM   MM   MM   1.2     7   5.3 170     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 08 26  MM   MM   MM   1.1     8   5.1 193     MM    MM   7.3    MM   MM   MM    MM
2024 01 27 07 56  MM   MM   MM   1.1     9   5.3 184     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 07 26  MM   MM   MM   1.1     7   5.5 169     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 06 56  MM   MM   MM   1.1     7   5.7 160     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 06 26  MM   MM   MM   1.1     7   5.8 173     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 05 56  MM   MM   MM   1.1     8   5.8 183     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 05 26  MM   MM   MM   1.1     7   5.7 158     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 04 56  MM   MM   MM   1.0     9   5.6 180     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 04 26  MM   MM   MM   1.1     7   5.7 172     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 03 56  MM   MM   MM   1.1     8   5.4 187     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 03 26  MM   MM   MM   1.2     7   5.6 167     MM    MM   7.4    MM   MM   MM    MM
2024 01 27 02 56  MM   MM   MM   1.1     8   5.6 179     MM    MM   7.5    MM   MM   MM    MM
2024 01 27 02 26  MM   MM   MM   1.2     8   6.0 183     MM    MM   7.5    MM   MM   MM    MM
2024 01 27 01 56  MM   MM   MM   1.3     9   5.8 193     MM    MM   7.6    MM   MM   MM    MM
2024 01 27 01 26  MM   MM   MM   1.3     8   5.7 193     MM    MM   7.6    MM   MM   MM    MM
2024 01 27 00 56  MM   MM   MM   1.2     9   5.6 186     MM    MM   7.6    MM   MM   MM    MM
2024 01 27 00 26  MM   MM   MM   1.2     8   5.5 189     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 23 56  MM   MM   MM   1.3     9   5.7 184     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 23 26  MM   MM   MM   1.3     8   5.5 191     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 22 56  MM   MM   MM   1.3     8   5.4 197     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 22 26  MM   MM   MM   1.4     8   5.3 191     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 21 56  MM   MM   MM   1.4     8   5.2 184     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 21 26  MM   MM   MM   1.3     8   5.1 172     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 20 56  MM   MM   MM   1.4     8   5.1 170     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 20 26  MM   MM   MM   1.4     8   4.9 173     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 19 56  MM   MM   MM   1.4     8   4.8 179     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 19 26  MM   MM   MM   1.4     8   4.9 187     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 18 56  MM   MM   MM   1.5     8   4.9 183     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 18 26  MM   MM   MM   1.3     8   4.7 191     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 17 56  MM   MM   MM   1.4     8   4.8 187     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 17 26  MM   MM   MM   1.3     7   4.7 183     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 16 56  MM   MM   MM   1.3     8   5.1 189     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 16 26  MM   MM   MM   1.4     8   5.1 186     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 15 56  MM   MM   MM   1.4     8   5.0 183     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 15 26  MM   MM   MM   1.4     8   5.0 196     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 14 56  MM   MM   MM   1.4     8   5.0 191     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 14 26  MM   MM   MM   1.4     8   5.1 186     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 13 56  MM   MM   MM   1.5     8   5.1 193     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 13 26  MM   MM   MM   1.6     5   4.9 101     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 12 56  MM   MM   MM   1.6     5   5.0 103     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 12 26  MM   MM   MM   1.6     7   5.0 176     MM    MM   7.6    MM   MM   MM    MM
2024 01 26 11 56  MM   MM   MM   1.8     5   5.0 100     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 11 26  MM   MM   MM   1.8     5   4.9 101     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 10 56  MM   MM   MM   1.8     5   4.9  93     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 10 26  MM   MM   MM   1.8     5   4.8  89     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 09 56  MM   MM   MM   1.8     5   4.8  90     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 09 26  MM   MM   MM   1.7     5   4.9  94     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 08 56  MM   MM   MM   1.7     7   4.9 177     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 08 26  MM   MM   MM   1.6     8   4.7 184     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 07 56  MM   MM   MM   1.6     7   4.8 184     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 07 26  MM   MM   MM   1.6     7   4.7 190     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 06 56  MM   MM   MM   1.6     8   4.9 181     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 06 26  MM   MM   MM   1.6     8   4.9 186     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 05 56  MM   MM   MM   1.4     4   4.5  77     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 05 26  MM   MM   MM   1.5     7   4.8 181     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 04 56  MM   MM   MM   1.5     7   4.9 186     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 04 26  MM   MM   MM   1.5     7   4.9 183     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 03 56  MM   MM   MM   1.5     7   5.0 184     MM    MM   7.7    MM   MM   MM    MM
2024 01 26 03 26  MM   MM   MM   1.5     7   5.0 181     MM    MM   7.8    MM   MM   MM    MM
2024 01 26 02 56  MM   MM   MM   1.4     7   5.0 187     MM    MM   7.8    MM   MM   MM    MM
2024 01 26 02 26  MM   MM   MM   1.5     7   5.2 183     MM    MM   7.8    MM   MM   MM    MM
2024 01 26 01 56  MM   MM   MM   1.5     8   5.3 177     MM    MM   7.8    MM   MM   MM    MM
2024 01 26 01 26  MM   MM   MM   1.5     7   5.2 186     MM    MM   7.8    MM   MM   MM    MM
2024 01 26 00 56  MM   MM   MM   1.5     7   5.4 186     MM    MM   7.8    MM   MM   MM    MM
2024 01 26 00 26  MM   MM   MM   1.5     7   5.2 186     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 23 56  MM   MM   MM   1.4     7   5.4 186     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 23 26  MM   MM   MM   1.4     7   5.4 184     MM    MM   7.7    MM   MM   MM    MM
2024 01 25 22 56  MM   MM   MM   1.6     7   5.7 184     MM    MM   7.7    MM   MM   MM    MM
2024 01 25 22 26  MM   MM   MM   1.5     7   5.9 189     MM    MM   7.6    MM   MM   MM    MM
2024 01 25 21 56  MM   MM   MM   1.6     7   6.2 193     MM    MM   7.5    MM   MM   MM    MM
2024 01 25 21 26  MM   MM   MM   1.5     7   6.0 194     MM    MM   7.6    MM   MM   MM    MM
2024 01 25 20 56  MM   MM   MM   1.5     7   6.0 194     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 20 26  MM   MM   MM   1.3     7   5.8 201     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 19 56  MM   MM   MM   1.2     7   5.3 197     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 19 26  MM   MM   MM   1.3     6   5.4 204     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 18 56  MM   MM   MM   1.3     6   5.4 200     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 18 26  MM   MM   MM   1.3     6   5.2 212     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 17 56  MM   MM   MM   1.4     6   5.1 207     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 17 26  MM   MM   MM   1.3     6   4.9 205     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 16 56  MM   MM   MM   1.4     6   5.0 212     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 16 26  MM   MM   MM   1.5     6   4.9 207     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 15 56  MM   MM   MM   1.5     6   4.8 211     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 15 26  MM   MM   MM   1.4     6   4.6 215     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 14 56  MM   MM   MM   1.4     6   4.6 207     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 14 26  MM   MM   MM   1.4     6   4.6 214     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 13 56  MM   MM   MM   1.5     6   4.6 211     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 13 26  MM   MM   MM   1.6     6   4.7 210     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 12 56  MM   MM   MM   1.5     5   4.5 207     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 12 26  MM   MM   MM   1.5     5   4.3 208     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 11 56  MM   MM   MM   1.5     5   4.3 207     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 11 26  MM   MM   MM   1.5     5   4.4 210     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 10 56  MM   MM   MM   1.5     5   4.3 208     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 10 26  MM   MM   MM   1.4     5   4.2 208     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 09 56  MM   MM   MM   1.4     5   4.3 208     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 09 26  MM   MM   MM   1.3     5   4.1 203     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 08 56  MM   MM   MM   1.2     5   4.0 205     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 08 26  MM   MM   MM   1.2     5   3.9 198     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 07 56  MM   MM   MM   1.1     4   3.8 191     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 07 26  MM   MM   MM   1.0     4   3.6 189     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 06 56  MM   MM   MM   0.9     4   3.5 169     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 06 26  MM   MM   MM   0.7     4   3.6 158     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 05 56  MM   MM   MM   0.7     4   3.6 127     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 05 26  MM   MM   MM   0.8     4   3.6 149     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 04 56  MM   MM   MM   0.8     4   3.7 134     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 04 26  MM   MM   MM   0.7     4   3.8 141     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 03 56  MM   MM   MM   0.8     4   3.7 139     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 03 26  MM   MM   MM   0.8     4   3.8 129     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 02 56  MM   MM   MM   0.8     4   3.7 139     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 02 26  MM   MM   MM   0.8     4   3.7 141     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 01 56  MM   MM   MM   0.9     4   3.7 131     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 01 26  MM   MM   MM   0.9     4   3.6 136     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 00 56  MM   MM   MM   0.9     4   3.6 151     MM    MM   7.8    MM   MM   MM    MM
2024 01 25 00 26  MM   MM   MM   0.9     4   3.6 128     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 23 56  MM   MM   MM   0.8     4   3.6 139     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 22 56  MM   MM   MM   0.7     4   3.5 155     MM    MM   7.6    MM   MM   MM    MM
2024 01 24 22 26  MM   MM   MM   0.7     6   3.6 190     MM    MM   7.6    MM   MM   MM    MM
2024 01 24 21 56  MM   MM   MM   0.8     4   3.6 155     MM    MM   7.7    MM   MM   MM    MM
2024 01 24 21 26  MM   MM   MM   0.7     4   3.6 152     MM    MM   7.7    MM   MM   MM    MM
2024 01 24 20 56  MM   MM   MM   0.7     6   3.5 191     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 20 26  MM   MM   MM   0.7     6   3.6 191     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 19 56  MM   MM   MM   0.7     6   3.7 189     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 19 26  MM   MM   MM   0.7     6   3.7 190     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 18 56  MM   MM   MM   0.7     3   3.6 146     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 18 26  MM   MM   MM   0.7     4   3.6 155     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 17 56  MM   MM   MM   0.7     3   3.7 141     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 17 26  MM   MM   MM   0.7     4   3.7 139     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 16 56  MM   MM   MM   0.7     4   3.8 132     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 16 26  MM   MM   MM   0.8     6   3.9 186     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 15 56  MM   MM   MM   0.7     4   3.8 127     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 15 26  MM   MM   MM   0.8     4   3.7 121     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 14 56  MM   MM   MM   0.8     6   3.8 190     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 14 26  MM   MM   MM   0.8     6   3.8 196     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 13 56  MM   MM   MM   0.7     6   3.7 189     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 13 26  MM   MM   MM   0.7     6   3.8 193     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 12 56  MM   MM   MM   0.7     6   3.7 200     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 12 26  MM   MM   MM   0.7     6   3.8 201     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 11 56  MM   MM   MM   0.7     6   3.9 189     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 11 26  MM   MM   MM   0.7     6   4.1 194     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 10 56  MM   MM   MM   0.7     6   4.3 191     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 10 26  MM   MM   MM   0.7     6   4.5 197     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 09 56  MM   MM   MM   0.7     6   4.2 203     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 09 26  MM   MM   MM   0.7     6   4.3 194     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 08 56  MM   MM   MM   0.7     6   4.1 205     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 08 26  MM   MM   MM   0.7     6   4.3 200     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 07 56  MM   MM   MM   0.7     6   4.0 201     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 07 26  MM   MM   MM   0.7     6   4.0 215     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 06 56  MM   MM   MM   0.7     6   4.0 214     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 06 26  MM   MM   MM   0.7     6   3.9 207     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 05 56  MM   MM   MM   0.7     6   4.0 218     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 05 26  MM   MM   MM   0.8     6   4.1 207     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 04 56  MM   MM   MM   0.8     6   4.2 217     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 04 26  MM   MM   MM   0.8     6   4.3 217     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 03 56  MM   MM   MM   0.8     6   4.4 217     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 03 26  MM   MM   MM   0.8     6   4.4 226     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 02 56  MM   MM   MM   0.8     7   4.2 221     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 02 26  MM   MM   MM   0.9     6   4.4 224     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 01 56  MM   MM   MM   0.9     6   4.5 225     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 01 26  MM   MM   MM   0.9     6   4.6 224     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 00 56  MM   MM   MM   0.9     6   4.6 226     MM    MM   7.8    MM   MM   MM    MM
2024 01 24 00 26  MM   MM   MM   1.0     7   5.0 218     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 23 56  MM   MM   MM   1.0     7   5.2 225     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 23 26  MM   MM   MM   1.0     7   5.3 224     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 22 56  MM   MM   MM   1.0     6   5.3 228     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 22 26  MM   MM   MM   1.1     7   5.2 222     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 21 56  MM   MM   MM   1.2     7   5.4 224     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 21 26  MM   MM   MM   1.1     7   5.1 224     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 20 56  MM   MM   MM   1.2     7   5.2 224     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 20 26  MM   MM   MM   1.3     7   5.3 221     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 19 56  MM   MM   MM   1.4     7   5.3 222     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 19 26  MM   MM   MM   1.4     7   5.2 225     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 18 56  MM   MM   MM   1.5     7   5.3 221     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 18 26  MM   MM   MM   1.5     7   5.2 228     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 17 56  MM   MM   MM   1.6     7   5.3 229     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 17 26  MM   MM   MM   1.7     7   5.3 232     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 16 56  MM   MM   MM   1.7     7   5.3 228     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 16 26  MM   MM   MM   1.7     7   5.3 231     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 15 56  MM   MM   MM   1.8     7   5.4 226     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 15 26  MM   MM   MM   2.0     7   5.6 231     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 14 56  MM   MM   MM   2.0     8   5.5 222     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 14 26  MM   MM   MM   2.1     8   5.5 228     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 13 56  MM   MM   MM   2.1     7   5.4 239     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 13 26  MM   MM   MM   2.2     8   5.6 231     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 12 56  MM   MM   MM   2.6     8   5.9 234     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 12 26  MM   MM   MM   2.5     8   5.7 234     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 11 56  MM   MM   MM   2.8     8   6.0 242     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 11 26  MM   MM   MM   2.5     7   5.7 248     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 10 56  MM   MM   MM   2.7     8   5.8 241     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 10 26  MM   MM   MM   2.9     7   5.9 245     MM    MM   7.9    MM   MM   MM    MM
2024 01 23 09 56  MM   MM   MM   2.9     8   5.8 242     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 09 26  MM   MM   MM   2.7     7   5.7 243     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 08 56  MM   MM   MM   2.7     7   5.8 246     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 08 26  MM   MM   MM   3.0     7   5.9 246     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 07 56  MM   MM   MM   2.9     7   5.9 241     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 07 26  MM   MM   MM   2.7     7   5.8 242     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 06 56  MM   MM   MM   2.7     7   5.7 243     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 06 26  MM   MM   MM   2.6     7   5.7 246     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 05 56  MM   MM   MM   2.5     7   5.5 248     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 05 26  MM   MM   MM   2.4     7   5.4 239     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 04 56  MM   MM   MM   2.3     7   5.3 239     MM    MM   7.8    MM   MM   MM    MM
2024 01 23 04 26  MM   MM   MM   2.3     7   5.2 238     MM    MM   7.8    MM   MM   MM    MM
